sha256,FileClass,datetime,Campaign_Tag,Normalized_Tag,Report link,Comment,campaign_tag,normalized_tag,report_link,comments
ba3d8ff9b3f6b6223dd33dee15321e267cc28627723e68cd632e59d85c529330,PEXE,11/17/20 18:53,C0007,TAG-16,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdf,https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,,,,
bff4d04caeaf8472283906765df34421d657bd631f5562c902e82a3a0177d114,PEXE,4/26/20 14:17,C0022,Lazarus,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,"Final Implant, Operation North Star, Operation Death Note",,,,
c2dbaafccfb8c9121904629c1b643b99dfa934a2ec9f4bd8754ba3cad38b9a90,PEXE,12/9/21 12:28,C0007,TAG-16,,https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,,,,
c94d6649fe5c879ac2e4ccb313958736ac4c86f217c3a68c799f9641b6ac9f2a,PEXE,4/19/21 5:30,C0007,TAG-16,,https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,,,,
ca2ac4409093b8865dad6f821fbfb2cc768351e0585b4327123a7a67323e2eb4,PEXE,12/5/17 23:36,C0006,KoreanSpeakingActor,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,North Korean Threat Actors,,,,
d035d394a82ae1e44b25e273f99eae8e2369da828d6b6fdb95076fd3eb5de142,,5/28/21 15:30,C0024,APT29,https://www.microsoft.com/en-us/security/blog/2021/05/27/new-sophisticated-email-based-attack-from-nobelium/,,,,,
d0d626deb3f9484e649294a8dfa814c5568f846d5aa02d4cdad5d041a29d5600,CDF,12/14/20 7:29,C0024,APT29,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/sunburst-malware-and-solarwinds-supply-chain-compromise/,Bachdoor Indicators,,,,
d12582262c06d6e0f68c62c891f469d819e18e0498fa2e9d277981f25eee93a1,PEXE,2/15/21 6:19,C0007,TAG-16,,https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,,,,
d1e2a9367338d185ef477acc4d91ad45f5e6a7d11936c3eb4be463ae0b119185,OOXML,5/27/20 7:01,C0022,Lazarus,,Operation North Star,,,,
d31fe5cfa884e04ee26f323b8d104dcaa91146f5c7c216212fd3053afaade80f,PEXE,1/18/18 21:43,C0006,KoreanSpeakingActor,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,North Korean Threat Actors,,,,
d4be329aa00c2610a4ab48e7924cd77212de1648392ae3914527eaafa8014dc0,CDF,2/7/18 9:18,C0006,KoreanSpeakingActor,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,North Korean Threat Actors,,,,
d60a03b67683d80fa2f74bd933ec93cbb8b40a247d9d3c31aea9794e50fbd2e2,PEXE,1/17/18 8:33,C0006,KoreanSpeakingActor,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,North Korean Threat Actors,,,,
d7ef8935437d61c975feb2bd826d018373df099047c33ad7305585774a272625,OOXML,5/4/20 17:55,C0022,Lazarus,,Operation North Star,,,,
db7e38f4d2606c7f456c1f043ddeefff17846576c82f2351127fb6bd9eb7668e,OOXML,8/13/20 23:30,C0022,Lazarus,,"Third Infection Method, Operation Dream Job, Decoy Legitimate File",,,,
dbbdcc944c4bf4baea92d1c1108e055a7ba119e97ed97f7459278f1491721d02,OOXML,4/8/20 9:52,C0022,Lazarus,,Operation North Star,,,,
df5536c254a5d9ac626dbff7525de8301729807433d377db807ce3d8bc7c3ffe,OOXML,5/15/20 2:00,C0022,Lazarus,,Operation North Star,,,,
e61649ac70198e223c123ad29c7d02ebe4fe6da7f35282d26bd93d466e85176d,PEXE,11/17/20 18:54,C0007,TAG-16,,https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,,,,
e97ac9089fa80dc38e8fe920008c117d93203e45a1516d24b59f17f7055b8ced,PEXE,8/6/19 10:29,C0007,TAG-16,https://www.bitdefender.com/files/News/CaseStudies/study/379/Bitdefender-Whitepaper-Chinese-APT.pdf,https://apt.etda.or.th/cgi-bin/showcard.cgi?g=FunnyDream&n=1,,,,
ec254c40abff00b104a949f07b7b64235fc395ecb9311eb4020c1c4da0e6b5c4,PEXE,10/26/19 18:04,C0022,Lazarus,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,"2019 Campaign, Operation Death Note",,,,
ecaf150e087ddff0ec6463c92f7f6cca23cc4fd30fe34c10b3cb7c2a6d135c77,PEXE,6/13/17 12:27,C0025,Sandworm,https://www.dragos.com/wp-content/uploads/CRASHOVERRIDE2018.pdf,Primary Backdoor,,,,
ecbe46ca324096fd5e35729f39fa3bda9226bbefd6286d53e61b1be56a36de5b,OOXML,6/10/20 23:19,C0022,Lazarus,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,Operation North Star,,,,
ee42ddacbd202008bcc1312e548e1d9ac670dd3d86c999606a3a01d464a2a330,PEXE,5/26/21 10:49,C0024,APT29,https://www.microsoft.com/en-us/security/blog/2021/05/27/new-sophisticated-email-based-attack-from-nobelium/,,,,,
ee44c0692fd2ab2f01d17ca4b58ca6c7f79388cbc681f885bb17ec946514088c,PEXE,5/27/21 7:42,C0024,APT29,https://www.microsoft.com/en-us/security/blog/2021/05/27/new-sophisticated-email-based-attack-from-nobelium//,,,,,
f0e4c2f76c58916ec258f246851bea091d14d4247a2fc3e18694461b1816e13b,,7/10/20 10:30,C0022,Lazarus,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-behind-the-scenes/,Not an APT Sample,,,,
f1327968373504f9e1541d3b0488e31a262c369a3079faa34ff5e37fa47070b9,,set(),C0022,Lazarus,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/operation-north-star-a-job-offer-thats-too-good-to-be-true/,"2020 VBA campaing, Operation North Star",,,,
f242826fe24527d29ec03f342e237a217faf926b89274558e883d8d80294d98c,PEXE,5/21/19 23:21,C0022,Lazarus,,"RAT, Operation Dream Job",,,,
f2efed3085222702283f7d44a8b2ce38612575a40ae54a17aaadf22054217b33,PEXE,1/12/21 20:28,C0005,APT-C-36,https://www.welivesecurity.com/2021/01/12/operation-spalax-targeted-malware-attacks-colombia/,"Identical NSIS Installers, Similar to APT-C-36",,,,
f333358850d641653ea2d6b58b921870125af1fe77268a6fdfeda3e7e0fb636d,,set(),ANEL,APT10,https://www.welivesecurity.com/wp-content/uploads/2020/06/ESET_Operation_Interception.pdf,"However, this technique is also known to be used by other APT groups like APT10
 and can also be found in some videogame hacks. All chinese based threat actor APT31 APT27",,,,
f5747bb30b6aeadee8163654a058c8fd085c0d6d60ad6a4cccea42af0e57631f,OOXML,7/21/20 7:59,C0022,Lazarus,,"Third Infection Method, Operation Dream Job",,,,
f7fa22f3710cd7906a268081b51e34784be3798ed94dcef9cd7562707c5db608,OOXML,7/10/20 10:31,C0022,Lazarus,,"Third Infection Method, Operation Dream Job",,,,
f9ed92a747b9c3596a22af0be9064af50e8adb3547e9b74b1178d5ef340c772d,PEXE,1/20/18 8:39,C0006,KoreanSpeakingActor,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups//,North Korean Threat Actors,,,,
faf5847d960446953e10972d5b77a496d86dfe3486833930b0c39e07c7dedf89,PEXE,9/5/20 4:42,C0005,APT-C-36,https://www.welivesecurity.com/2021/01/12/operation-spalax-targeted-malware-attacks-colombia/,"Identical NSIS Installers, Similar to APT-C-36",,,,
fc2bcd38659ae83fd25b4f7091412ae9ba011612fa4dcc3ef665b2cae2a1d74f,PEXE,3/2/18 15:42,C0006,KoreanSpeakingActor,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,North Korean Threat Actors,,,,
dde03348075512796241389dfea5560c20a3d2a2eac95c894e7bbed5e85a0acc,,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
aa124a4b4df12b34e74ee7f6c683b2ebec4ce9a8edcf9be345823b4fdcf5d868,,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
fad482ded2e25ce9e1dd3d3ecc3227af714bdfbbde04347dbc1b21d6a3670405,,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
59e1edf4d82fae4978e97512b0331b7eb21dd4b838b850ba46794d9c7a2c0983,,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
92005051ae314d61074ed94a52e76b1c3e21e7f0e8c1d1fdd497a006ce45fa61,,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
5407cda7d3a75e7b1e030b1f33337a56f293578ffa8b3ae19c671051ed314290,DMG,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
b86c695822013483fa4e2dfdf712c5ee777d7b99cbad8c2fa2274b133481eadb,,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
e6bbc33815b9f20b0cf832d7401dd893fbc467c800728b5891336706da0dbcec,DMG,,3CX,Lazarus,,https://blog.qualys.com/vulnerabilities-threat-research/2023/04/03/3cxdesktopapp-backdoored-in-a-suspected-lazarus-campaign,,,,
acadf15ec363fe3cc373091cbe879e64f935139363a8e8df18fd9e59317cc918,,,TelecomBPOCampaign,ScatteredSpider,,https://www.quorumcyber.com/threat-actors/scattered-spider-threat-actor-profile/,,,,
982dda5eec52dd54ff6b0b04fd9ba8f4c566534b78f6a46dada624af0316044e,,,TelecomBPOCampaign,ScatteredSpider,,https://www.quorumcyber.com/threat-actors/scattered-spider-threat-actor-profile/,,,,
443dc750c35afc136bfea6db9b5ccbdb6adb63d3585533c0cf55271eddf29f58,elf,,TelecomBPOCampaign,ScatteredSpider,,https://www.quorumcyber.com/threat-actors/scattered-spider-threat-actor-profile/,,,,
4188736108d2b73b57f63c0b327fb5119f82e94ff2d6cd51e9ad92093023ec93,,,TelecomBPOCampaign,ScatteredSpider,,https://www.quorumcyber.com/threat-actors/scattered-spider-threat-actor-profile/,,,,
648c2067ef3d59eb94b54c43e798707b030e0383b3651bcc6840dae41808d3a9,,,TelecomBPOCampaign,ScatteredSpider,,https://www.quorumcyber.com/threat-actors/scattered-spider-threat-actor-profile/,,,,
042f44b403997dda7e6dd769847722798b7d0e5e7cd981468444a3cbe56f5705,pedll,1697453749,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
0b224045dffedaf345b1f72a19d9665b49e677cbacf3f84f1b7abe4afbeb7c4b,docx,1693494734,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
0bbe40e99636478e07fc2c8cc73262348009072c3286e2a705ba0e4cbc0c25cd,zip,1693495129,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
0eedfd4ab367cc0b6ab804184c315cc9ce2df5062cb2158338818f5fa8c0108e,peexe,1665636031,September23Campaign,KoreanSpeakingActor,https://blog.google/threat-analysis-group/active-north-korean-campaign-targeting-security-researchers/,,,,,
10e9d1eaf24ad3c63578d89f8b887adb47700aae02da1532c4842428725e77d6,pedll,1704298902,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
116866708b5c22d643427203e7b0b023ccee8effeec8801638421bf96e569813,peexe,1629736588,WineloaderCampaign,APT29,https://www.mandiant.com/resources/blog/apt29-wineloader-german-political-parties,It has 0 detection on VT,,,,
1c3180f60e4140ccd2ee8dcb793b5a81a7782c14e63bffd7ebd21272486737c3,pedll,1693328414,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
23f6cefdce551431675506cb1c438feb2c66d38d1c77ebefe0fd5042e677ff80,peexe,1708420157,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
26ca51cb067e1fdf1b8ad54ba49883bc5d1945952239aec0c4840754bff76621,pedll,1704298902,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
27679b5a935882d53a50630b65c438252da32a645879f73efbda9739490000f5,zip,1693222542,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
28d8b150f499e0cd83f293c1f2f2bfc9248c94aa9115f24f94e825c384b5f526,docx,1699322535,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
2ee435bdafacfd7c5a9ea7e5f95be9796c4d9f18643ae04dca4510448214c03c,peexe,1671107836,September23Campaign,KoreanSpeakingActor,https://blog.google/threat-analysis-group/active-north-korean-campaign-targeting-security-researchers/,,,,,
326c0fa053a70138df4b84d82169191be143beff6eca498069d11e76e9872b38,pedll,1667855866,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
3472bc8ed6182eb17811c97ada7ebd48034ad09b6a7062b341fe09818d7a309f,pedll,1667816516,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
366f2146a6dcb47596669a6641e2f70686717ddef149cf2b758ad1e3c2cf9070,pedll,1693044920,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
37c52481711631a5c73a6341bd8bea302ad57f02199db7624b580058547fb5a9,peexe,1705585793,StarBlizzardJan2024,StarBlizzard,https://blog.google/threat-analysis-group/google-tag-coldriver-russian-phishing-malware/,,,,,
397b14e0780328aa0b03e46cd0290f30e65948e1bc4f8e7e0253107a83efb4c3,pedll,1664794111,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
44365e0bcd77f1721d061dc03dd3c1728ad36671ad294ec7b2cf088b1bbefd23,xlsx,1699322707,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
457be9e546e54f54b26921dd57d426d2dc413ca1c7939ce00a5dc8efea257ef3,isoimage,1655806227,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
45d4c5562be69cc50e6b0728701a6c22dac9b3268a762276bbab67e5938ad90b,pedll,1693474186,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
461d580a16cf1fa67b4ac751dfe9d36b2de3f13c97670b3b12641f20246ce4b3,pedll,1689179439,UNC4990Jan2024,UNC4990,https://www.mandiant.com/resources/blog/unc4990-evolution-usb-malware,,,,,
4c2091325eedc12f25e3b4b98af681ca0e4ea5abcb461c74e148c7db0f4ef185,zip,1692628431,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
4c2412b71242a6405ab33b3687223e43a421202b4837f6ede1ee80ecb3d31856,pedll,1664794111,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
4dcad5842255051edd5c39212092569c906ad420ab1fc2cfa4a5cc9db9339f0c,docx,1699457578,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
4ecd511d9654f7fd66a61eb4ab6d7153040b5092d1594ff39935f01fbdbd4914,pedll,1667817310,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
50869d2a713acf406e160d6cde3b442fafe7cfe1221f936f3f28c4b9650a66e9,peexe,1664611873,September23Campaign,KoreanSpeakingActor,https://blog.google/threat-analysis-group/active-north-korean-campaign-targeting-security-researchers/,,,,,
5237d0498685869d7788406a998e58c829587a1a604106cce7d4042316351e3a,powershell,1702252542,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
5977442321a693717950365446880058cc2585485ea582daa515719c1c21c5bd,peexe,1686860699,September23Campaign,KoreanSpeakingActor,https://blog.google/threat-analysis-group/active-north-korean-campaign-targeting-security-researchers/,,,,,
5c51f7a80b44d242154cb2e1378b107ec82bcef37614b4930d4adc6b00069450,text,1444496917,C0028,Sandworm,https://www.boozallen.com/content/dam/boozallen/documents/2016/09/ukraine-report-when-the-lights-went-out.pdf,It is not a text file and has 0 detections on VT. The file sixe downloaded is 0 KB,,,,
5f4b0aa22ce65b30fb232421673fad4c126970928207ade256d3bfee33dc3687,peexe,1363688770,Andromeda,Turla,https://www.mandiant.com/resources/blog/turla-galaxy-opportunity,,,,,
609dde6988a84f7f69719455b2faa7d33ba95c32cbc8bf076bc904fed5220815,zip,1704298905,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
619c9a4d590abc632707308cf0a5082f7d2ab4ed92267d571c417a6b09f46797,text,1361711853,C0028,Sandworm,https://www.boozallen.com/content/dam/boozallen/documents/2016/09/ukraine-report-when-the-lights-went-out.pdf,It is not a text file and has 0 detections on VT. The file sixe downloaded is 0 KB,,,,
64df5672d2d04064b6b25da42c73f4509874b914d3e7f97e47e1db07889cb55a,docx,1693493878,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
6536b6b50aa1f6899ffa90aaf4b1b67c0ae0f6c0441016f5308b37c12141c61d,peexe,1663266470,Andromeda,Turla,https://www.mandiant.com/resources/blog/turla-galaxy-opportunity,,,,,
68cf8155dcdabff0d2ad9f9829936d0799cd969f599ea779e01c01f9a95dd757,jpeg,1704299238,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,Decoy image 0 detection son VT,,,,
6fb4945bb73ac3f447fb7af6bd2937395a067a6e0c0900886095436114a17443,powershell,1679137014,UNC4990Jan2024,UNC4990,https://www.mandiant.com/resources/blog/unc4990-evolution-usb-malware,,,,,
720afa3e1216a9eb68b66858d50de0326f52afa279ef9ee0521aee98b312382f,pedll,1708420155,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
72f1ba6309c98cd52ffc99dd15c45698dfca2d6ce1ef0bf262433b5dfff084be,javascript,1651651041,UNC4990Jan2024,UNC4990,https://www.mandiant.com/resources/blog/unc4990-evolution-usb-malware,,,,,
73bf3a5877a7fe16544d15670e3ece034e4826323ba555b3527ad4d061f44ec4,pedll,1693378045,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
75623550fd5722a448739d81e8ac9be70ec9bb4c3bc8fcc61b11125afc660dfc,pedll,1667831155,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
78065411e7e8eb205ddae7215a229b7c93bdca5d628670f89caa982238ac7eb6,pedll,1693490924,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
803ecfae523b8e9f076265dabb39192f22aaa9a8e075760df32610ca9cfd68fb,docx,1693494908,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
81716b54cb34ef6d6938c042e30c847742dcffeb8ed4e67268387fed040b9315,peexe,1625841561,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,A legitimate executable and 0 detections on VT,,,,
84523ddad722e205e2d52eedfb682026928b63f919a7bf1ce6f1ad4180d0f507,zip,1705585576,StarBlizzardJan2024,StarBlizzard,https://blog.google/threat-analysis-group/google-tag-coldriver-russian-phishing-malware/,,,,,
8510b40c23826fb3ee9cbc0a7b58b5176338020e6524bf9938f1efaadcbf973c,hwp,1700612738,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
87663affd147065d08d4fe76d9a18b0d7d85fab68cf9f5ac96cfdfff3f27ffd2,mz,1678261568,Andromeda,Turla,https://www.mandiant.com/resources/blog/turla-galaxy-opportunity,,,,,
88d23cc8523d6c9a3be85f4d9ec0e75b802b40c755639593ecec3379dba25a74,lnk,1664794111,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
8a492973b12f84f49c52216d8c29755597f0b92a02311286b1f75ef5c265c30d,peexe,1666250366,UNC4990Jan2024,UNC4990,https://www.mandiant.com/resources/blog/unc4990-evolution-usb-malware,,,,,
8b47b5ed1ed7afcc9194e1350d4e1996bd91ca3204747b586f309f4609a1a4cc,pedll,1693471810,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
8d9bb878a18b2b7ef558504e78a59eb644f83a63679658533ff8accf0b85fda3,javascript,1672938594,Andromeda,Turla,https://www.mandiant.com/resources/blog/turla-galaxy-opportunity,,,,,
8e2429d70989bbdd2ea8842dce7c3d790ebe148490ee519b47767557f4a4a733,pedll,1693222579,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
8f3757b8f5888a1303af71cbc1a106927d3d6c45552ee192c3ed0347804c2194,pedll,1667816502,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
90fa29cc98be1d715df26d22079bdb8ce1d1fd3ce6a4efb39a4c192134e01020,pedll,1708420155,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
93b2e45c13ba5c785dfd9e21ad2f6fe7289470e8504a89ae4c352858f8510749,zip,1693044855,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
9535a9bb1ae8f620d7cbd7d9f5c20336b0fd2c78d1a7d892d76e4652dd8b2be7,peexe,1363672111,Andromeda,Turla,https://www.mandiant.com/resources/blog/turla-galaxy-opportunity,,,,,
985967e245d8fbc722e30371c9ed48c3269ceaa6b9b9b80caf2b95c920c856c2,pedll,1693376972,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
99d9dfd8f1c11d055e515a02c1476bd9036c788493063f08b82bb5f34e19dfd6,powershell,1642418755,UNC4990Jan2024,UNC4990,https://www.mandiant.com/resources/blog/unc4990-evolution-usb-malware,,,,,
9bba436a73a8eca446aec7b5621dcc3b9f17104515c358de954542d81aab4736,text,1361757010,C0028,Sandworm,https://www.boozallen.com/content/dam/boozallen/documents/2016/09/ukraine-report-when-the-lights-went-out.pdf,It is not a text file and has 0 detections on VT. The file sixe downloaded is 0 KB,,,,
a0f183ea54cb25dd8bdba586935a258f0ecd3cba0d94657985bb1ea02af8d42c,html,1709272999,WineloaderCampaign,APT29,https://www.mandiant.com/resources/blog/apt29-wineloader-german-political-parties,,,,,
a4f20b60a50345ddf3ac71b6e8c5ebcb9d069721b0b0edc822ed2e7569a0bb40,peexe,1689178777,UNC4990Jan2024,UNC4990,https://www.mandiant.com/resources/blog/unc4990-evolution-usb-malware,,,,,
a949ec428116489f5e77cefc67fea475017e0f50d2289e17c3eb053072adcf24,pdf,1693044081,StarBlizzardJan2024,StarBlizzard,https://blog.google/threat-analysis-group/google-tag-coldriver-russian-phishing-malware/,,,,,
ab0b602665b609392eacdcbfc6c1981f216c19f21e2156a55cf9998eab02227b,pedll,1693356605,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
ae99ef9475cf553e3396419f08faec8b7965cb1fdd2f08d42dd190e376c445e0,pedll,1655806248,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
b01a2eac8cb4f8882e46b997b93c4f0bc0722dd4ac9d5725c7652dc2d9ad6b64,isoimage,1664794048,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
b38dbaea648ef7da1c639f4fdaac0d88f03306ea42f0edc9af512c613dbdb7e1,javascript,1683739802,UNC4990Jan2024,UNC4990,Evolution of UNC4990: Uncovering USB Malware's Hidden Depths | Mandiant,o detections on VT and no file downloaded from VT 0 kb size,,,,
b6e1351f1767a2cacb3fc7515f0a67691bbd8b9274a26c2953ba898ba879ebea,hwp,1700194776,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
bdb460527ac7ef739a013083d2268381a1464b845a05b39a5b3d88ef89941c8b,zip,1693490878,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
be86b8559a84d97aa1cc9852e60a553f5164477bacfc69b7f3453ad37fb6fd2a,pedll,1693495239,February24Campaign,UNC1549,https://www.mandiant.com/resources/blog/suspected-iranian-unc1549-targets-israel-middle-east,,,,,
c97acea1a6ef59d58a498f1e1f0e0648d6979c4325de3ee726038df1fc2e831d,pdf,1705586013,StarBlizzardJan2024,StarBlizzard,Russian threat group COLDRIVER expands its targeting of Western officials to include the use of malware (blog.google),,,,,
d0a8fa332950b72968bdd1c8a1a0824dd479220d044e8c89a7dea4434b741750,pedll,1709273616,WineloaderCampaign,APT29,https://www.mandiant.com/resources/blog/apt29-wineloader-german-political-parties,,,,,
d1f81eaf48b878479065d9f04a252edca193bb0ffdd7734daad2103c17a637e9,hwp,1700194822,APT37Jan2024,APT37,https://www.sentinelone.com/labs/a-glimpse-into-future-scarcruft-campaigns-attackers-gather-strategic-intelligence-and-target-cybersecurity-professionals/,,,,,
da72f270c60e07101368dfa087ad675ccaf0d5f167cc5cb50629a3ffa4e5399b,zip,1709223630,WineloaderCampaign,APT29,https://www.mandiant.com/resources/blog/apt29-wineloader-german-political-parties,,,,,
